Raman_Shift_cm-1,Norway_2-2_Avg
1304.736,-5.053727333
1305.7,-3.430713
1306.664,-2.449031667
1307.629,-2.033854317
1308.593,-2.445955467
1309.557,-3.800398533
1310.521,-4.372477
1311.486,-3.8762858
1312.45,-3.703019267
1313.414,-3.691926667
1314.378,-3.165942
1315.343,-1.877417133
1316.307,-0.307194333
1317.271,0.991780667
1318.235,1.902058967
1319.199,1.791731833
1320.164,-0.2048993
1321.128,-2.658309
1322.092,-4.118058333
1323.056,-4.8440366
1324.021,-5.213093667
1324.985,-5.017505333
1325.949,-4.237466667
1326.913,-3.190364333
1327.878,-2.261759667
1328.842,-2.201497667
1329.806,-4.183349333
1330.77,-5.687963667
1331.734,-5.085132
1332.699,-3.527620333
1333.663,-1.340291433
1334.627,0.554565333
1335.591,0.823299333
1336.556,-0.713777667
1337.52,-2.373844333
1338.484,-2.350797667
1339.448,-1.214485667
1340.413,-1.539713667
1341.377,-3.544913567
1342.341,-5.005794333
1343.305,-5.674796333
1344.27,-5.546388
1345.234,-4.273095533
1346.198,-2.460407867
1347.162,-1.0920573
1348.126,-0.2559248
1349.091,-0.504923667
1350.055,-2.577172667
1351.019,-4.634432
1351.983,-5.838981
1352.948,-6.471085333
1353.912,-6.754232
1354.876,-6.771769
1355.84,-6.265365
1356.805,-4.830460667
1357.769,-3.026489
1358.733,-3.065853033
1359.697,-6.0117278
1360.661,-7.326132333
1361.626,-5.708366333
1362.59,-4.541137667
1363.554,-4.911026333
1364.518,-5.525439333
1365.483,-4.854695
1366.447,-3.188987667
1367.411,-2.077124
1368.375,-2.351090333
1369.34,-3.4077798
1370.304,-4.695247333
1371.268,-5.759758
1372.232,-5.177904667
1373.197,-2.8242109
1374.161,-0.895752
1375.125,-0.580851267
1376.089,-1.062842
1377.053,-1.214575
1378.018,-0.976432463
1378.982,-1.049153333
1379.946,-1.773706333
1380.91,-2.748038533
1381.875,-4.276432333
1382.839,-5.851856
1383.803,-6.693082333
1384.767,-6.7025
1385.732,-5.936784
1386.696,-4.763965
1387.66,-4.300366
1388.624,-5.694586967
1389.589,-8.184171
1390.553,-8.265471667
1391.517,-4.067749
1392.481,-1.450423
1393.445,-1.400553
1394.41,-1.959944533
1395.374,-3.5533276
1396.338,-5.061814867
1397.302,-5.148949367
1398.267,-4.026577
1399.231,-2.739209
1400.195,-1.7549155
1401.159,-1.524170127
1402.124,-2.8125731
1403.088,-5.1343337
1404.052,-6.976064667
1405.016,-8.132446
1405.98,-7.324511667
1406.945,-2.933219667
1407.909,1.188379
1408.873,1.2158365
1409.837,-2.013289333
1410.802,-5.645491
1411.766,-9.365047
1412.73,-11.35257867
1413.694,-10.90873133
1414.659,-9.168588333
1415.623,-4.870866
1416.587,-0.274145667
1417.551,0.605631
1418.516,-2.361263133
1419.48,-5.576473
1420.444,-6.470947333
1421.408,-5.862744
1422.372,-5.439282
1423.337,-5.232186167
1424.301,-4.223168767
1425.265,-0.962923
1426.229,0.789786667
1427.194,-0.343123467
1428.158,-1.663427667
1429.122,-1.049528067
1430.086,0.610880667
1431.051,1.051114867
1432.015,-0.529069
1432.979,-2.839607667
1433.943,-4.500789667
1434.907,-4.991023667
1435.872,-3.054728267
1436.836,1.577335333
1437.8,3.823299267
1438.764,2.2320395
1439.729,-0.489152
1440.693,-4.044124367
1441.657,-7.200235667
1442.621,-7.808203
1443.586,-5.952848
1444.55,-4.228141333
1445.514,-3.854191133
1446.478,-3.334342333
1447.443,-0.461458333
1448.407,2.531013833
1449.371,2.524088833
1450.335,0.230412
1451.299,-1.852246
1452.264,-3.058447333
1453.228,-3.048218067
1454.192,-0.305867333
1455.156,4.111230333
1456.121,4.692000333
1457.085,0.681209333
1458.049,-2.705695333
1459.013,-5.405792667
1459.978,-6.288728667
1460.942,-3.520393633
1461.906,-0.316732
1462.87,0.37549654
1463.834,-1.082315667
1464.799,-3.0847656
1465.763,-4.820597333
1466.727,-5.670849333
1467.691,-4.338134667
1468.656,-0.918766333
1469.62,1.131771
1470.584,0.856046333
1471.548,0.546004333
1472.513,0.852148533
1473.477,0.795800667
1474.441,-0.963785767
1475.405,-2.843310533
1476.37,-2.776774067
1477.334,-1.091016
1478.298,0.201644
1479.262,0.226082333
1480.226,-0.101652267
1481.191,0.255826767
1482.155,1.156331333
1483.119,1.720752
1484.083,1.938443967
1485.048,1.691040067
1486.012,0.2463786
1486.976,-1.034277333
1487.94,-0.6874512
1488.905,0.526855667
1489.869,0.591316667
1490.833,-0.775919633
1491.797,-1.256461667
1492.761,0.877954
1493.726,3.1389243
1494.69,2.1317381
1495.654,-0.147054
1496.618,-0.727221867
1497.583,0.065071467
1498.547,0.2593341
1499.511,-0.855419867
1500.475,-1.993717333
1501.44,-1.429394667
1502.404,0.664820667
1503.368,2.294296667
1504.332,2.692619
1505.297,2.682316
1506.261,2.614159667
1507.225,2.079337667
1508.189,1.032681333
1509.153,0.667911
1510.118,2.254004667
1511.082,4.77015
1512.046,5.641552667
1513.01,3.9270755
1513.975,1.578743467
1514.939,0.993554729
1515.903,1.9134845
1516.867,2.320654333
1517.832,1.519083567
1518.796,1.3139975
1519.76,3.2855307
1520.724,4.083829667
1521.688,2.177124023
1522.653,-0.2028646
1523.617,-1.30015468
1524.581,-1.3104979
1525.545,-1.421069167
1526.51,-2.066219133
1527.474,-2.3010414
1528.438,-1.0067217
1529.402,1.165169
1530.367,1.658724133
1531.331,-0.075309333
1532.295,-0.521280667
1533.259,1.1392739
1534.224,2.002929667
1535.188,0.6208008
1536.152,-1.064469667
1537.116,-1.195092933
1538.08,-0.24257
1539.045,0.626562667
1540.009,1.043025667
1540.973,0.801286
1541.937,-0.422550467
1542.902,-1.961100067
1543.866,-2.671102033
1544.83,-2.7329427
1545.794,-2.339501667
1546.759,-0.8032308
1547.723,0.53189304
1548.687,0.814860133
1549.651,0.785889
1550.615,0.777514667
1551.58,0.928857467
1552.544,2.104980467
1553.508,4.516048
1554.472,6.287784667
1555.437,6.02806
1556.401,4.548788533
1557.365,2.746890667
1558.329,1.208570667
1559.294,0.769107667
1560.258,1.486751167
1561.222,2.662158167
1562.186,4.030509333
1563.151,4.675406667
1564.115,3.489681
1565.079,2.107120667
1566.043,4.200633667
1567.007,9.322981333
1567.972,10.68098867
1568.936,5.204704667
1569.9,-0.225146333
1570.864,-0.158300667
1571.829,1.831567467
1572.793,1.251440333
1573.757,-0.8680255
1574.721,-1.374658
1575.686,0.699796533
1576.65,3.331901
1577.614,5.042765333
1578.578,5.726725333
1579.542,4.979891
1580.507,3.040071667
1581.471,2.762442667
1582.435,5.327195667
1583.399,7.416253333
1584.364,7.804246667
1585.328,7.035416
1586.292,4.337207333
1587.256,1.051375333
1588.221,-0.780151333
1589.185,-0.979410667
1590.149,-0.466707333
1591.113,0.1351234
1592.078,0.730485
1593.042,2.065715
1594.006,3.931860333
1594.97,3.61008299
1595.934,0.507421667
1596.899,-0.736971067
1597.863,1.092366767
1598.827,2.99891
1599.791,4.7007324
1600.756,5.566723333
1601.72,4.508439167
1602.684,2.384228333
1603.648,0.478173667
1604.613,-0.789363667
1605.577,-0.893619667
1606.541,0.799055667
1607.505,2.9922277
1608.469,3.054980333
1609.434,1.265234333
1610.398,0.802019
1611.362,1.706209333
1612.326,1.6530353
1613.291,-0.367456333
1614.255,-2.137085133
1615.219,-3.250309667
1616.183,-3.161140667
1617.148,-0.7135336
1618.112,2.9105304
1619.076,5.0200519
1620.04,4.855020913
1621.005,4.320581067
1621.969,5.247436667
1622.933,6.983831333
1623.897,7.834717667
1624.861,7.931421
1625.826,7.301007667
1626.79,4.869954333
1627.754,3.488720767
1628.718,4.103288
1629.683,4.576474
1630.647,3.710084067
1631.611,2.748599967
1632.575,3.725960333
1633.54,6.141089
1634.504,7.524471333
1635.468,6.730330333
1636.432,4.915770667
1637.396,3.267406133
1638.361,1.855778133
1639.325,1.206908967
1640.289,1.2407469
1641.253,1.634554
1642.218,2.78549
1643.182,4.511938267
1644.146,7.117293
1645.11,8.860138667
1646.075,8.898485667
1647.039,7.970499667
1648.003,6.7022788
1648.967,5.381892333
1649.932,4.064234667
1650.896,2.785343633
1651.86,2.602164767
1652.824,5.382983333
1653.788,10.22969633
1654.753,12.19458833
1655.717,10.917604
1656.681,8.988567
1657.645,5.477401
1658.61,3.692358333
1659.574,4.977458033
1660.538,6.480697
1661.502,6.628132333
1662.467,6.241577
1663.431,6.994964333
1664.395,8.779312
1665.359,9.393147333
1666.323,7.481071
1667.288,4.7855223
1668.252,3.554158333
1669.216,3.53103
1670.18,4.724095833
1671.145,8.031901333
1672.109,9.213135
1673.073,6.309439
1674.037,4.1375655
1675.002,3.887728
1675.966,4.5463379
1676.93,6.48296
1677.894,8.740771
1678.859,10.01743833
1679.823,9.967969667
1680.787,8.302710667
1681.751,4.725309333
1682.715,1.231803667
1683.68,0.906592
1684.644,3.237247667
1685.608,4.493441
1686.572,3.942789667
1687.537,3.856282333
1688.501,5.339143667
1689.465,6.301603333
1690.429,5.620760333
1691.394,5.151659667
1692.358,5.841878333
1693.322,6.942984
1694.286,7.438575
1695.25,7.317715667
1696.215,7.554305333
1697.179,8.828547
1698.143,9.750325333
1699.107,7.8265308
1700.072,4.691071333
1701.036,5.534007667
1702,9.914303777
1702.964,10.793634
1703.929,6.269328333
1704.893,3.221712333
1705.857,5.176163667
1706.821,8.326229
1707.786,10.44321
1708.75,11.50236133
1709.714,10.74288033
1710.678,8.588630667
1711.643,7.107740333
1712.607,6.740038
1713.571,6.345239333
1714.535,5.330045567
1715.5,4.207283567
1716.464,2.90282394
1717.428,2.057551967
1718.392,4.741399
1719.356,11.09759133
1720.321,14.459879
1721.285,11.508267
1722.249,7.896109467
1723.213,9.208349333
1724.178,12.778825
1725.142,12.79790067
1726.106,9.964991
1727.07,8.531552
1728.035,9.592685333
1728.999,10.123428
1729.963,7.862321633
1730.927,5.292480167
1731.891,4.348494333
1732.856,4.754964267
1733.82,6.419311667
1734.784,8.827757667
1735.748,10.31175833
1736.713,10.381464
1737.677,9.797764333
1738.641,9.008332667
1739.605,8.651295667
1740.57,9.8449551
1741.534,12.12679033
1742.498,12.48501733
1743.462,10.10695767
1744.427,8.831625033
1745.391,10.13528767
1746.355,11.62255767
1747.319,11.83132333
1748.283,11.62047633
1749.248,12.186613
1750.212,13.041302
1751.176,13.14040333
1752.14,12.529141
1753.105,11.74514067
1754.069,10.80848767
1755.033,9.825322667
1755.997,9.437904667
1756.962,9.518799333
1757.926,8.799430667
1758.89,7.2676358
1759.854,7.870908
1760.818,11.528028
1761.783,14.10938267
1762.747,14.338387
1763.711,13.81743933
1764.675,14.144557
1765.64,14.50535567
1766.604,13.33161533
1767.568,11.23063333
1768.532,9.991862933
1769.497,9.9927165
1770.461,9.951057667
1771.425,8.908217767
1772.389,7.711939133
1773.354,7.717764567
1774.318,8.863868333
1775.282,10.723957
1776.246,13.353402
1777.21,14.14164867
1778.175,12.42533233
1779.139,10.79782033
1780.103,10.16370333
1781.067,10.327231
1782.032,11.05305067
1782.996,11.552361
1783.96,11.07810133
1784.924,9.901911667
1785.889,8.952711
1786.853,8.592718
1787.817,8.399983
1788.781,8.012352333
1789.745,7.530053333
1790.71,7.223162467
1791.674,6.804289633
1792.638,5.210953533
1793.602,2.744645
1794.567,2.500520833
1795.531,5.840550333
1796.495,8.885442667
1797.459,8.065699
1798.424,5.623422667
1799.388,5.679265333
1800.352,7.569914667
1801.316,8.077954333
1802.281,7.831697
1803.245,7.458869
1804.209,6.190021333
1805.173,6.029038
1806.137,7.651783
1807.102,9.486426633
1808.066,11.376725
1809.03,12.78304933
1809.994,12.259914
1810.959,10.40052233
1811.923,9.4144787
1812.887,10.10550067
1813.851,11.65746167
1814.816,13.59774667
1815.78,15.220339
1816.744,14.30074967
1817.708,10.72167167
1818.672,8.507731667
1819.637,8.403977967
1820.601,8.350896967
1821.565,8.025252333
1822.529,8.274316333
1823.494,9.038558333
1824.458,9.257526667
1825.422,7.967755333
1826.386,6.543401667
1827.351,7.734261633
1828.315,10.87093833
1829.279,11.37964633
1830.243,7.648998
1831.208,4.402286667
1832.172,4.871915667
1833.136,7.0569739
1834.1,8.8545495
1835.064,10.326124
1836.029,12.46875953
1836.993,15.42312023
1837.957,16.44442527
1838.921,14.14291153
1839.886,11.01906647
1840.85,8.737557333
1841.814,7.479331
1842.778,7.755267333
1843.743,9.5956066
1844.707,11.637583
1845.671,13.52447
1846.635,14.15492333
1847.599,12.8171881
1848.564,11.09968133
1849.528,9.702823667
1850.492,9.019741333
1851.456,8.583967667
1852.421,8.557894667
1853.385,9.750887
1854.349,11.30605337
1855.313,11.45502223
1856.278,10.262345
1857.242,9.494702333
1858.206,10.08908567
1859.17,11.44717467
1860.135,13.206299
1861.099,14.98357667
1862.063,15.26148033
1863.027,14.18130667
1863.991,13.210962
1864.956,12.23876967
1865.92,10.53093067
1866.884,7.358562
1867.848,5.0484452
1868.813,5.260359333
1869.777,6.9415924
1870.741,9.103839667
1871.705,11.31568333
1872.67,12.94105633
1873.634,14.00090167
1874.598,14.183392
1875.562,12.77393417
1876.526,12.13668433
1877.491,14.294303
1878.455,16.65182
1879.419,16.525816
1880.383,14.94087767
1881.348,13.87624633
1882.312,13.550326
1883.276,12.90227833
1884.24,11.58246967
1885.205,10.852116
1886.169,11.68542633
1887.133,12.62042667
1888.097,11.40838233
1889.062,9.051383667
1890.026,9.242308667
1890.99,12.25100967
1891.954,12.88552133
1892.918,10.031877
1893.883,8.451059333
1894.847,9.731353867
1895.811,11.47490886
1896.775,13.14453967
1897.74,14.07662567
1898.704,13.37616967
1899.668,12.06300567
1900.632,11.64565467
1901.597,11.74933433
1902.561,11.21555033
1903.525,9.948870333
1904.489,9.47743381
1905.453,11.381755
1906.418,13.78156667
1907.382,14.19904633
1908.346,13.25029467
1909.31,12.99160167
1910.275,13.42299833
1911.239,12.58319567
1912.203,10.182535
1913.167,8.6102626
1914.132,9.249935333
1915.096,10.49223467
1916.06,10.51088967
1917.024,9.859888
1917.989,10.07617933
1918.953,11.235644
1919.917,11.80256287
1920.881,11.35586833
1921.845,11.971183
1922.81,14.094995
1923.774,15.3138344
1924.738,14.685728
1925.702,13.63483
1926.667,13.210581
1927.631,13.47665967
1928.595,14.18183533
1929.559,15.074439
1930.524,15.65472267
1931.488,15.696581
1932.452,15.885726
1933.416,17.321484
1934.38,17.92017
1935.345,14.63680167
1936.309,11.440626
1937.273,13.916707
1938.237,18.74003933
1939.202,19.58676733
1940.166,16.74613433
1941.13,13.74484033
1942.094,11.92554333
1943.059,11.68946267
1944.023,13.312581
1944.987,15.525928
1945.951,16.72377833
1946.916,17.58139667
1947.88,19.36326333
1948.844,21.744117
1949.808,22.805143
1950.772,22.52564
1951.737,20.36501333
1952.701,15.246449
1953.665,11.624269
1954.629,12.49287733
1955.594,13.96490833
1956.558,11.72777233
1957.522,8.2360576
1958.486,8.271190067
1959.451,11.626911
1960.415,14.50009733
1961.379,16.770946
1962.343,18.321127
1963.307,18.04989267
1964.272,17.152864
1965.236,16.28775733
1966.2,14.980625
1967.164,12.73020967
1968.129,11.05849
1969.093,11.883869
1970.057,14.354826
1971.021,16.16661167
1971.986,16.5736408
1972.95,16.21680733
1973.914,15.34273333
1974.878,13.98090733
1975.843,11.9016838
1976.807,10.12067887
1977.771,11.482634
1978.735,15.18731567
1979.699,17.31902533
1980.664,17.51474667
1981.628,16.35805667
1982.592,13.890264
1983.556,11.53903633
1984.521,9.961164333
1985.485,10.028198
1986.449,13.42938533
1987.413,18.330892
1988.378,18.83942933
1989.342,14.419759
1990.306,11.907324
1991.27,11.87866133
1992.234,12.79882967
1993.199,16.884852
1994.163,18.98759667
1995.127,15.47791233
1996.091,11.874009
1997.056,12.15993633
1998.02,14.09988733
1998.984,14.93188367
1999.948,14.619451
2000.913,13.93240433
2001.877,13.00587633
2002.841,12.5008686
2003.805,12.9788739
2004.77,14.17038
2005.734,16.55136667
2006.698,18.613592
2007.662,18.87446333
2008.626,18.05080567
2009.591,16.79917933
2010.555,15.497843
2011.519,14.510125
2012.483,14.249179
2013.448,15.435059
2014.412,17.88971967
2015.376,19.900724
2016.34,20.48337367
2017.305,20.34361167
2018.269,19.456892
2019.233,18.08839467
2020.197,18.24510167
2021.161,19.627506
2022.126,20.29889467
2023.09,20.28714867
2024.054,19.65845833
2025.018,18.10088
2025.983,17.145277
2026.947,18.189768
2027.911,19.23782467
2028.875,17.34358
2029.84,14.226269
2030.804,14.93142033
2031.768,18.98238967
2032.732,20.68442333
2033.697,20.09708
2034.661,20.08646667
2035.625,20.614804
2036.589,22.245158
2037.553,24.67202133
2038.518,25.95158667
2039.482,26.15114867
2040.446,25.97984363
2041.41,25.73501733
2042.375,25.34052
2043.339,24.25791667
2044.303,22.43469
2045.267,20.98962333
2046.232,20.14761067
2047.196,19.37498433
2048.16,17.10730633
2049.124,15.93085867
2050.089,19.026025
2051.053,22.72700167
2052.017,24.72876167
2052.981,25.18259333
2053.946,23.49819333
2054.91,20.423901
2055.874,17.595965
2056.838,15.59045533
2057.802,14.770916
2058.767,15.59976393
2059.731,16.59635633
2060.695,15.46280933
2061.659,14.69114667
2062.624,18.58959233
2063.588,23.66922033
2064.552,24.41926167
2065.516,22.11759367
2066.48,19.528084
2067.445,17.586073
2068.409,17.46835967
2069.373,19.01759367
2070.337,20.12659333
2071.302,19.70906667
2072.266,18.82540667
2073.23,18.402936
2074.194,18.46164467
2075.159,19.49415733
2076.123,21.03903133
2077.087,20.39103067
2078.051,17.897275
2079.016,18.09116367
2079.98,21.56877567
2080.944,24.52499
2081.908,25.66833667
2082.873,25.70550667
2083.837,24.94352
2084.801,23.64495333
2085.765,22.33030667
2086.729,21.27800367
2087.694,20.85999333
2088.658,21.06532467
2089.622,21.24962467
2090.586,21.13033733
2091.551,20.72078233
2092.515,20.90360467
2093.479,20.28727
2094.443,16.531193
2095.407,14.64779567
2096.372,19.296445
2097.336,25.18950333
2098.3,26.14243333
2099.264,23.79642667
2100.229,21.906916
2101.193,20.013807
2102.157,18.04966633
2103.121,16.354818
2104.086,15.83877033
2105.05,16.816959
2106.014,17.223908
2106.978,15.31725367
2107.943,13.52037987
2108.907,14.63653167
2109.871,17.22294933
2110.835,19.29777
2111.8,20.31114
2112.764,19.79849667
2113.728,17.876921
2114.692,16.54191867
2115.656,16.53107067
2116.621,17.44665233
2117.585,20.07644633
2118.549,21.20664667
2119.513,18.11154833
2120.478,15.00641367
2121.442,15.01504633
2122.406,16.71456933
2123.37,19.066764
2124.334,20.87322
2125.299,20.39172333
2126.263,18.15413333
2127.227,16.66182173
2128.191,16.48758027
2129.156,16.68042733
2130.12,17.21163867
2131.084,17.24789367
2132.048,16.027434
2133.013,14.79846133
2133.977,14.51408833
2134.941,14.757161
2135.905,15.03766
2136.87,15.412337
2137.834,16.39230767
2138.798,17.48416433
2139.762,17.14992667
2140.727,15.03543233
2141.691,12.40340233
2142.655,9.410757533
2143.619,8.541015
2144.583,13.973343
2145.548,20.60322933
2146.512,23.37839333
2147.476,23.4646
2148.44,21.18277333
2149.405,18.08836667
2150.369,17.72279333
2151.333,19.51416667
2152.297,19.234132
2153.261,16.166814
2154.226,14.51975967
2155.19,16.66924733
2156.154,19.29629867
2157.118,19.25305133
2158.083,18.22863533
2159.047,18.58547233
2160.011,19.39447333
2160.975,18.49246567
2161.94,16.67420367
2162.904,16.93027133
2163.868,18.909954
2164.832,19.167767
2165.797,17.011573
2166.761,14.95055467
2167.725,14.28085067
2168.689,14.15049533
2169.654,14.06552867
2170.618,13.82897067
2171.582,12.50337033
2172.546,10.31969433
2173.51,8.152799
2174.475,6.592254
2175.439,6.461125
2176.403,7.565943
2177.367,9.726725667
2178.332,12.393434
2179.296,13.75904933
2180.26,13.26455667
2181.224,12.19997
2182.188,11.37022933
2183.153,10.651359
2184.117,9.948924
2185.081,9.447454333
2186.045,9.791984
2187.01,11.00294567
2187.974,13.02933733
2188.938,15.09317867
2189.902,14.57723633
2190.867,11.74400263
2191.831,9.9220853
2192.795,10.1751877
2193.759,10.82908433
2194.724,10.62867867
2195.688,10.052277
2196.652,10.00247367
2197.616,10.36613867
2198.581,10.62687123
2199.545,10.91845847
2200.509,11.25469667
2201.473,11.181243
2202.438,10.275864
2203.402,9.286614
2204.366,10.45852167
2205.33,13.328509
2206.294,13.28252033
2207.259,9.002677
2208.223,6.09698
2209.187,8.681989667
2210.151,12.27003433
2211.115,11.26009957
2212.08,7.865330667
2213.044,5.210173467
2214.008,3.427661
2214.972,4.311669767
2215.937,7.2404393
2216.901,9.539631667
2217.865,10.894254
2218.829,11.90455833
2219.794,12.62709967
2220.758,13.12474033
2221.722,13.54065733
2222.686,13.30443567
2223.651,11.84335833
2224.615,10.96123867
2225.579,13.470516
2226.543,16.494393
2227.508,15.27693
2228.472,11.71136667
2229.436,8.765105333
2230.4,7.148909
2231.365,7.8160979
2232.329,9.899014533
2233.293,11.272934
2234.257,11.560271
2235.221,11.51253
2236.186,11.531475
2237.15,12.03030667
2238.114,13.199895
2239.078,13.769425
2240.042,12.57707667
2241.007,10.90258
2241.971,9.975806667
2242.935,10.16745733
2243.899,12.31662833
2244.864,14.67564333
2245.828,13.772705
2246.792,10.28042967
2247.756,8.093138667
2248.721,8.287873333
2249.685,8.372020967
2250.649,7.031917333
2251.613,6.328719333
2252.578,8.244798667
2253.542,10.12087333
2254.506,9.475675267
2255.47,8.353905833
2256.435,8.904117667
2257.399,9.394489333
2258.363,7.0818046
2259.327,3.716347667
2260.292,3.145637667
2261.256,4.781071
2262.22,4.831599667
2263.184,2.696175333
2264.148,1.385701467
2265.113,2.056038367
2266.077,3.383145667
2267.041,4.810539667
2268.005,5.816064167
2268.969,6.97942
2269.934,7.5556546
2270.898,6.675463667
2271.862,4.732925333
2272.826,0.381511667
2273.791,-3.51634213
2274.755,-0.791333233
2275.719,6.512507
2276.683,9.050049467
2277.648,5.169947333
2278.612,2.681924333
2279.576,3.943727
2280.54,4.855226
2281.505,4.618692667
2282.469,3.998704583
2283.433,3.053662333
2284.397,2.111726667
2285.362,1.769246333
2286.326,1.549463
2287.29,-0.187207333
2288.254,-1.801245333
2289.219,0.530086
2290.183,5.344093
2291.147,5.7252035
2292.111,0.879785333
2293.075,-0.368774333
2294.04,5.507283667
2295.004,6.564608333
2295.968,-0.969051333
2296.932,-5.19436
2297.896,-1.677116
2298.861,1.309847267
2299.825,-0.473174333
2300.789,-2.970166
2301.753,-2.597192333
2302.718,-1.635579333
2303.682,-4.300334667
2304.646,-9.231086333
2305.61,-9.508103533
2306.575,-4.748544333
2307.539,-2.118863667
2308.503,-1.773632667
2309.467,-1.803287667
2310.432,-2.151660333
2311.396,-2.591463
2312.36,-2.92211
2313.324,-2.499380333
2314.289,-1.409562333
2315.253,-1.163705333
2316.217,-2.560530667
2317.181,-3.937760667
2318.146,-3.433073667
2319.11,-1.684034708
2320.074,0.677180667
2321.038,2.936256
2322.002,2.643352667
2322.967,0.602954333
2323.931,-1.262882667
2324.895,-2.777766667
2325.859,-3.694059667
2326.823,-3.923657
2327.788,-3.994107
2328.752,-4.344987333
2329.716,-4.787345233
2330.68,-4.9602458
2331.645,-5.016706533
2332.609,-5.097638433
2333.573,-5.078549333
2334.537,-5.306853667
2335.502,-5.794725333
2336.466,-5.849236333
2337.43,-5.446207633
2338.394,-4.782022867
2339.359,-4.396403767
2340.323,-5.524797267
2341.287,-7.385571
2342.251,-7.272942
2343.216,-4.967351677
2344.18,-3.497005
2345.144,-3.992708333
2346.108,-5.356754667
2347.073,-8.615657333
2348.037,-10.23948667
2349.001,-7.504769
2349.965,-5.119132603
2350.929,-5.029086333
2351.894,-6.009147333
2352.858,-8.613167667
2353.822,-11.17097
2354.786,-11.321491
2355.75,-9.814622
2356.715,-8.350058333
2357.679,-6.871019667
2358.643,-5.909953333
2359.607,-5.887224667
2360.572,-6.706062667
2361.536,-9.103589333
2362.5,-9.027060333
2363.464,-5.0145101
2364.429,-1.942659333
2365.393,-1.112687333
2366.357,-1.3244466
2367.321,-2.360872933
2368.286,-4.446669667
2369.25,-7.562824933
2370.214,-9.668424
2371.178,-7.917269333
2372.143,-4.281436767
2373.107,-2.8085544
2374.071,-2.914037667
2375.035,-3.445875333
2376,-4.070468667
2376.964,-4.014305667
2377.928,-3.611167
2378.892,-4.065447
2379.856,-5.109025
2380.821,-4.992189333
2381.785,-3.451887993
2382.749,-2.092008333
2383.713,-1.653629667
2384.677,-2.232536
2385.642,-4.707559
2386.606,-7.073875867
2387.57,-7.89253
2388.534,-8.183822
2389.499,-8.318188333
2390.463,-7.770059633
2391.427,-5.649430667
2392.391,-3.122472
2393.356,-1.843462333
2394.32,-2.034279
2395.284,-3.308242667
2396.248,-5.054908
2397.213,-5.715357
2398.177,-4.861726333
2399.141,-4.329101667
2400.105,-5.503581
2401.07,-4.843880333
2402.034,-0.690690333
2402.998,1.803580667
2403.962,1.328654
2404.927,-0.453401667
2405.891,-3.173436933
2406.855,-5.31467207
2407.819,-5.58899
2408.783,-4.777383
2409.748,-4.130239667
2410.712,-4.09856
2411.676,-5.404411
2412.64,-7.449756
2413.604,-7.677742
2414.569,-6.554760667
2415.533,-6.443701333
2416.497,-7.154151333
2417.461,-7.517651
2418.426,-7.603434667
2419.39,-8.260524
2420.354,-9.247468333
2421.318,-9.237297667
2422.283,-7.848553
2423.247,-5.829631667
2424.211,-3.492903933
2425.175,-2.474275367
2426.14,-3.961165667
2427.104,-5.382960333
2428.068,-5.95127
2429.032,-5.4436835
2429.997,-2.897526667
2430.961,-0.587338367
2431.925,-0.492641667
2432.889,-1.725651
2433.854,-3.099446667
2434.818,-4.453043733
2435.782,-5.526171867
2436.746,-6.063875
2437.71,-6.595711
2438.675,-7.689705
2439.639,-9.015235333
2440.603,-10.658267
2441.567,-10.90138367
2442.531,-9.235546667
2443.496,-6.687540667
2444.46,-3.8083492
2445.424,-3.621785
2446.388,-7.100251967
2447.353,-9.451727667
2448.317,-7.351733667
2449.281,-4.474821
2450.245,-4.897492
2451.21,-6.570726333
2452.174,-7.010872667
2453.138,-6.44554
2454.102,-4.352247633
2455.067,-2.180997667
2456.031,-1.688387033
2456.995,-2.462329
2457.959,-4.459577
2458.924,-6.3167224
2459.888,-5.290861
2460.852,-2.318920967
2461.816,-2.418613267
2462.781,-6.814598333
2463.745,-8.890510333
2464.709,-5.487093333
2465.673,-3.693628
2466.637,-4.719018667
2467.602,-5.384952767
2468.566,-4.713272
2469.53,-4.245368
2470.494,-4.648854333
2471.458,-4.860702867
2472.423,-4.340600667
2473.387,-4.247876
2474.351,-5.726220667
2475.315,-7.243831333
2476.28,-6.202099667
2477.244,-4.014217
2478.208,-3.198096
2479.172,-3.286954667
2480.137,-3.567853333
2481.101,-3.929972667
2482.065,-4.785864
2483.029,-5.818945333
2483.994,-6.508935333
2484.958,-6.659847333
2485.922,-5.721549333
2486.886,-3.707364767
2487.851,-1.665934
2488.815,0.206054667
2489.779,-0.474366
2490.743,-7.522901667
2491.708,-11.22707333
2492.672,-7.475773
2493.636,-4.3995941
2494.6,-3.91094479
2495.564,-4.685130273
2496.529,-6.927359333
2497.493,-8.577670667
2498.457,-7.832179
2499.421,-6.099080967
2500.385,-5.00497985
2501.35,-4.43649
2502.314,-4.475439667
2503.278,-5.229054333
2504.242,-7.217226667
2505.207,-9.24362
2506.171,-8.210384
2507.135,-5.335953667
2508.099,-3.261149
2509.064,-2.268406667
2510.028,-1.410213333
2510.992,-0.823722333
2511.956,-2.1172609
2512.921,-5.180835
2513.885,-7.239218333
2514.849,-8.032512333
2515.813,-8.104825
2516.778,-6.644758933
2517.742,-5.7369226
2518.706,-5.221989
2519.67,-5.108438667
2520.635,-6.328278333
2521.599,-6.390152667
