Raman.Shift,Mud Tank,Run Product (0 Hr),Avg. Starting Material,Run Product (8 Hr),Run Product (1 Hr)
550.9468,4.764678,4.544123219,1.439263848333333,16.476865,4.674176667
551.911,5.636377,3.8988772,0.6417671716666667,11.006547,3.822376922
552.8752,6.056914,3.3198802,0.22564415000000002,6.5885745,3.144033233
553.8395,4.170127,3.43916336,0.0590484233333333,5.9666965,3.118236889
554.8037,2.267637,3.22221142,-0.07612060333333336,6.1885225,2.915188558
555.7679,1.723926,1.6946104,-0.1780684416666667,6.4382935,1.786077211
556.7322,2.423916,-0.85063784,-0.14255011000000004,6.3261505,-0.052404556
557.6964,3.188144,-3.1709792,0.08899652666666669,5.600815,-1.658936222
558.6606,2.243526,-3.3999772,0.42479647833333334,3.56337875,-1.605484174
559.6249,0.07314453,-2.13032638,0.36692671,0.79676812,-0.352008167
560.5891,-1.562871,-1.53522166,-0.5247866833333333,-0.7343384,0.491286222
561.5533,-2.575723,-1.76414084,-1.1043271000000001,-0.9056274,0.816057289
562.5176,-3.083144,-2.3441092,-1.1501208753333334,-0.42943725,0.736453516
563.4818,-3.141572,-2.58508844,-0.8702837683333332,-0.3058013,0.375830311
564.446,-2.216641,-2.40560575,-0.636374345,-0.546023375,-0.5242983
565.4103,-2.087432,-2.03010964,-0.29397513666666664,-1.04924645,-0.942290089
566.3745,-3.317207,-1.04414546,-0.2365233,-2.1293425,-0.663074089
567.3387,-4.688467,-0.190286852,-0.8764351033333333,-3.149988,-0.158692878
568.303,-5.224365,-0.151614672,-1.706130971,-3.545801,0.331846322
569.2672,-4.710625,-1.15036442,-2.1597421513333335,-3.152719,0.850595267
570.2314,-4.319121,-2.07460154,-1.8955706796666665,-2.903018,0.916024644
571.1957,-4.362461,-2.53109156,-1.3157753383333333,-3.6292645,-0.036365668
572.1599,-4.844043,-2.81635866,-0.9567387626666667,-4.264055,-1.126870223
573.1241,-6.065078,-3.131849,-0.7075821499999999,-3.9718,-1.977484467
574.0884,-7.844512,-3.4939958,-0.4093849233333334,-2.6770812,-2.4387061
575.0526,-9.336201,-3.6935304,0.014269253333333343,-1.2178435,-2.550966322
576.0168,-8.881573,-3.2256782,0.49155777500000003,-0.914581,-2.214685389
576.9811,-7.566699,-2.4440887,0.49537195166666664,-1.1301818,-1.587172122
577.9453,-7.033486,-1.92277924,-0.20343221833333333,-1.056793,-0.766295263
578.9095,-7.573828,-1.74670129,-0.6143937383333333,-0.5805145,0.1927125
579.8738,-8.706396,-1.66844259,-0.1943522,0.120813,1.066909962
580.838,-9.436807,-1.18551526,0.8515433416666666,0.7430602,1.426489471
581.8022,-9.646182,0.00269202,1.456245025,1.3352141,1.023634011
582.7665,-9.884492,0.7139643,0.9929296733333334,1.4192751,0.665772422
583.7307,-10.29575,0.76088264,0.44314828066666667,0.4500977,0.274497307
584.6949,-10.46936,0.4782102,-0.09564735,-0.56636045,-0.028308094
585.6592,-9.768682,0.21806556,-0.49948461666666666,-0.384173615,-0.031334862
586.6234,-7.629111,0.02557582,-0.5987290833333333,1.56605235,0.463745529
587.5876,-6.287666,-0.24944558,-0.19788698166666666,3.1847015,0.6696556
588.5519,-6.990752,-0.77932182,0.30413056,3.9126405,0.178907812
589.5161,-8.003819,-1.238148,0.41573520066666664,4.2243625,-0.390144867
590.4803,-8.05372,-1.33017344,0.2634055966666667,4.3396115,-0.579114756
591.4446,-6.826602,-1.01139392,0.03460522166666668,4.351782,-0.281541
592.4088,-5.501133,-0.69426606,-0.13076606666666668,4.300894,0.057943933
593.373,-6.182608,-1.105565692,-0.24113804166666664,4.3405025,-0.208332133
594.3373,-7.295879,-1.71144302,-0.3287116066666667,4.2839995,-0.709566735
595.3015,-7.206494,-1.987901,-0.41063636333333325,3.913519,-1.188027558
596.2657,-5.652373,-1.84642896,-0.42887249666666677,3.2136935,-1.561710211
597.23,-3.424697,-1.5508787,-0.26990739599999997,2.312964,-1.838978222
598.1942,-2.160645,-1.668561092,0.06334254000000002,1.44514146,-2.044051111
599.1584,-2.04377,-2.40845834,0.2740364033333334,0.6210085,-2.189208378
600.1227,-2.606797,-2.5967802,0.13910429166666669,0.1068665,-1.996055647
601.0869,-4.714209,-1.80782058,-0.014201633333333352,0.0365755,-1.092702711
602.0511,-7.128653,-0.72419688,-0.13699608500000002,0.0946565,-0.089170644
603.0154,-8.063154,-0.32949588,-0.26848177,-0.122192365,0.135756167
603.9796,-6.825459,-1.059942014,-0.47122516333333336,-0.7112745,-0.812594959
604.9438,-5.668525,-1.5328948,-0.7570247683333333,-1.350244,-1.646795933
605.9081,-4.682138,-1.2895379,-1.0248991143333335,-2.48283235,-2.365801111
606.8723,-3.82375,-0.9241848,-1.39781728,-3.160657,-2.786773556
607.8365,-3.331338,-0.84014239,-1.7293656966666668,-2.296872,-2.590703244
608.8008,-3.259404,-1.140689978,-1.7154241133333332,0.2838745,-1.732579699
609.765,-2.891357,-1.5152852,-1.130738505,2.545792,-0.955804733
610.7292,-0.6932226,-1.77186026,-0.11284670333333331,1.518259,-1.339538333
611.6935,1.74082,-1.9811288,0.31167708333333327,-0.3680542,-2.036941111
612.6577,3.333965,-2.25779132,0.21521514066666672,-1.38165745,-2.544148222
613.6219,3.832383,-2.5456546,0.02730524666666671,-1.16608445,-2.686906556
614.5862,3.487197,-2.5901876,-0.13161990999999998,-0.39262555,-2.457280133
615.5504,2.64792,-1.89449748,-0.2652690876666666,-0.331514,-1.802766711
616.5146,1.219883,-0.28193052,-0.25113887566666665,-1.0901214,-0.63681789
617.4789,0.1252832,1.1006737,0.027172995000000005,-0.81057285,0.407042422
618.4431,-0.7098828,2.24098748,0.32392175333333334,0.84954535,1.395185156
619.4073,-1.148027,2.984609948,0.6736003816666667,3.1545655,2.112416567
620.3716,-0.7374805,2.99168972,1.0223989716666668,5.2841645,2.142094749
621.3358,1.376426,1.728752074,1.2673164066666667,7.5351895,0.995482667
622.3,2.351484,1.141800302,1.3069447866666666,8.880173,0.4566677
623.2643,1.090693,1.89529658,1.2746690483333334,8.5774715,1.096460978
