Raman.Shift,Zircon_005,Zircon_006,Zircon_007
633.8708,0.0193451899999999,11.032736365,-1.658363407
634.8351,-0.35697223,9.252670680000001,-1.352250215
635.7993,-0.78698601,6.5179476,-1.409602487
636.7635,-0.95788646,4.04425825,-1.5894436299999999
637.7278,-0.3947385339999999,3.19467165,-1.5443019470000001
638.692,1.182646322,4.48577555,-1.177001004
639.6563,2.3585447050000004,5.51546805,-0.8710227700000001
640.6205,3.3026482,6.20873246,-0.14377598800000002
641.5847,4.037924175,6.4005143,0.996519442
642.549,4.363272500000001,6.3878737,1.838583952
643.5132,4.149908277000001,6.4105468,1.67925642
644.4774,3.514103575,6.3705935,0.41976273399999997
645.4417,2.357657342,5.5815995,-1.568511489
646.4059,1.645910545,4.2057595,-2.141550418
647.3701,1.75144493,2.6786021499999997,-1.1159669220000001
648.3344,1.6859474300000001,1.5614398,-0.14841822500000001
649.2986,0.61205327,0.9676593,0.07032927200000005
650.2628,-1.445030198,0.5956480500000001,-0.6372954330000001
651.2271,-2.99937612,0.07586507600000003,-1.776573891
652.1913,-2.49053125,-0.25880455,-3.0086920719999997
653.1555,-1.4898878,0.3994674050000001,-3.036767733
654.1198,-0.835651115,1.6070710400000001,-2.086764502
655.084,-0.818953635,2.33823705,-1.515673209
656.0482,-1.23686653,2.0526134000000003,-2.203066131
657.0125,-1.399059178,0.90476835,-3.15820846
657.9767,-1.6724248899999998,-1.392227125,-3.565583013
658.9409,-2.394468805,-2.9856217000000003,-3.3441068219999996
659.9052,-2.59726145,-3.0250976,-2.6067057460000003
660.8694,-1.757735415,-1.8024855,-1.669529033
661.8336,-0.34816649499999996,-0.4923936,-1.057478504
662.7979,0.516424545,0.23763453,-1.198153709
663.7621,0.860202178,0.6906038,-1.192836884
664.7263,1.53692615,0.94667365,-0.32122571099999997
665.6906,2.3659111900000003,0.538316955,0.464795054
666.6548,2.5334828050000002,-0.5964285,0.20377493600000002
667.619,1.6541196,-1.6318311,-1.3021077399999998
668.5833,0.19943106500000002,-1.6383268999999998,-3.083732189
669.5475,-1.141889325,-0.78472731,-3.4396417329999998
670.5117,-2.346434475,0.0890318,-3.2364563929999997
671.476,-2.9599078999999997,1.3732788,-2.9463976
672.4402,-3.182040065,2.187761,-2.9575881330000002
673.4044,-3.40341277,1.8202925499999998,-3.437921731
674.3687,-3.77651315,0.5459778499999999,-3.945919909
675.3329,-3.05035789,-0.67312925,-3.3402086239999997
676.2971,-1.76815021,-0.10856935,-2.109150427
677.2614,-1.13807726,1.75049885,-1.336926353
678.2256,-1.324348705,3.2488285500000003,-1.03240664
679.1898,-1.8732115900000001,3.4048694,-0.722904436
680.1541,-2.42135208,2.5160465,-0.07343011399999999
681.1183,-2.4247758800000003,2.51938225,0.23031369000000002
682.0825,-1.374703795,3.8380575,-0.27972080699999996
683.0468,-0.026764995,4.1057095,-1.088764322
684.011,1.0900377749999999,3.1368805,-2.305073072
684.9752,1.0346442649999998,2.1240555,-3.4480611310000002
685.9395,-0.500738255,1.9413985699999998,-3.727507399
686.9037,-2.498642288,2.5278840000000002,-2.013917576
687.8679,-2.6846585999999997,3.3432295000000005,0.349550384
688.8322,-1.35971712,4.689944,1.816038148
689.7964,0.004269649999999903,6.63086255,1.9342290709999999
690.7606,1.069921361,8.890250645,0.6610676160000001
691.7249,1.503617606,10.533975499999999,-1.0148051169999999
692.6891,0.670580782,10.637196999999999,-2.1747770529999997
693.6533,-0.325242538,9.716261,-2.128072766
694.6176,-0.772971423,8.92065145,-1.543814451
695.5818,-0.6456814999999999,8.92756,-0.890538689
696.546,-0.16939793599999997,9.3070005,-0.20102740200000002
697.5103,0.536817615,9.601444,0.352717253
698.4745,1.3088521119999998,9.874631,0.4301659979999999
699.4387,1.8829769250000001,11.052814999999999,-0.16188728400000008
700.403,1.92194931,12.569963999999999,-0.576278022
701.3672,1.58151968,13.5362595,-0.713664162
702.3314,1.108743225,13.62138134,-0.725604202
703.2957,0.20374417999999994,13.67997564,-0.7374681700000001
704.2599,-1.0436158049999997,14.4104122,-0.812447964
705.2241,-1.6244186900000002,15.037758,-0.882216627
706.1884,-0.45203178999999993,14.0427131,-0.80356392
707.1526,0.4195549420000001,13.825871500000002,-0.5627447809999999
708.1168,0.46856463999999987,14.334022999999998,-0.25820548
709.0811,0.318300504,14.7019385,0.10054033899999992
710.0453,0.49408209300000006,14.4787645,0.567166807
711.0095,0.77676235,14.0568275,0.728048991
711.9738,1.2521158839999997,13.5005355,-0.368348319
